,full_name,surname,far_right,years,country_name,epg_code,epg_names,national_party_id,national_party_name,national_party_family
872,GUY-QUINT Catherine,guy-quint,0,1999-2004,France,S,"['Socialist Group', 'Party of European Socialists']",1412,Parti Socialiste,Soc
873,HAZAN Adeline,hazan,0,1999-2004,France,S,"['Socialist Group', 'Party of European Socialists']",1412,Parti Socialiste,Soc
874,HERMANGE Marie-Thérèse,hermange,0,1999-2004,France,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1404,Rassemblement pour la République / Défence des intérêts de la France en Europe,Con
875,HORTEFEUX Brice,hortefeux,0,1999-2004,France,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1404,Rassemblement pour la République / Défence des intérêts de la France en Europe,Con
876,HUE Robert,hue,0,1999-2004,France,M,"['Communist Group', 'European United Left/Nordic Green Left', 'European United Left']",1409,Parti communiste française / Gauche unitaire / Parti communiste réunionnais,Left
877,ISLER BÉGUIN Marie Anne,isler,0,1999-2004,France,V,"['Green Group', 'Greens/European Free Alliance']",1416,Les Verts,Grn
878,JEAN-PIERRE Thierry B.,jean-pierre,0,1999-2004,France,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1410,Parti républicain / Démocratie libérale,Con
879,KRIVINE Alain,krivine,0,1999-2004,France,M,"['Communist Group', 'European United Left/Nordic Green Left', 'European United Left']",1408,Lutte ouvrière / Ligue Communiste Révolutionnaire,Left
880,KUNTZ Florence,kuntz,1,1999-2004,France,A,"['Independents for a European of Nations', 'Europe of Democracies and Diversities']",1407,Mouvement pour l'Autre Europe / Rassemblement pour la France / Mouvement pour la France,Anti-EU
881,LAGUILLER Arlette,laguiller,0,1999-2004,France,M,"['Communist Group', 'European United Left/Nordic Green Left', 'European United Left']",1408,Lutte ouvrière / Ligue Communiste Révolutionnaire,Left
882,LALUMIERE Catherine,lalumiere,0,1999-2004,France,S,"['Socialist Group', 'Party of European Socialists']",1405,Energie Radicale / Mouvement Radicaux de Gauche / Parti radical de gauche,Soc
883,LAMASSOURE Alain,lamassoure,0,1999-2004,France,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1414,Union pour la démocratie française / Union pour la démocratie française - Force démocrate / Union pour la démocratie française - Parti populaire pour la démocratie française / Union pour la France en Europe,Con
884,LANG Carl,lang,1,1999-2004,France,N,"['Technical Coordination of Democrats and Independents', 'Non-attached', 'Technical Group of Independents']",1406,Front national,Right
885,LA PERRIERE Thierry de,la,1,1999-2004,France,N,"['Technical Coordination of Democrats and Independents', 'Non-attached', 'Technical Group of Independents']",1407,Mouvement pour l'Autre Europe / Rassemblement pour la France / Mouvement pour la France,Anti-EU
886,LE PEN Jean-Marie,le,1,1999-2004,France,N,"['Technical Coordination of Democrats and Independents', 'Non-attached', 'Technical Group of Independents']",1406,Front national,Right
887,LIENEMANN Marie-Noëlle,lienemann,0,1999-2004,France,S,"['Socialist Group', 'Party of European Socialists']",1412,Parti Socialiste,Soc
888,LIPIETZ Alain,lipietz,0,1999-2004,France,V,"['Green Group', 'Greens/European Free Alliance']",1416,Les Verts,Grn
889,MADELIN Alain,madelin,0,1999-2004,France,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1410,Parti républicain / Démocratie libérale,Con
890,MARCHIANI Jean-Charles,marchiani,1,1999-2004,France,G,"['Progressive European Democrats', 'European Democratic Alliance', 'Union for Europe', 'Union for a Europe of Nations']",1407,Mouvement pour l'Autre Europe / Rassemblement pour la France / Mouvement pour la France,Anti-EU
891,MARTIN Hugues,martin,0,1999-2004,France,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1404,Rassemblement pour la République / Défence des intérêts de la France en Europe,Con
892,MARTINEZ Jean-Claude,martinez,1,1999-2004,France,N,"['Technical Coordination of Democrats and Independents', 'Non-attached', 'Technical Group of Independents']",1406,Front national,Right
893,MATHIEU Véronique,mathieu,1,1999-2004,France,A,"['Independents for a European of Nations', 'Europe of Democracies and Diversities']",1403,"Chasse, Pêche, Nature, Traditions",Anti-EU
894,MONTFORT Elizabeth,montfort,0,1999-2004,France,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1407,Mouvement pour l'Autre Europe / Rassemblement pour la France / Mouvement pour la France,Anti-EU
895,MORILLON Philippe,morillon,0,1999-2004,France,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1414,Union pour la démocratie française / Union pour la démocratie française - Force démocrate / Union pour la démocratie française - Parti populaire pour la démocratie française / Union pour la France en Europe,Con
896,NAΪR Sami,naϊr,0,1999-2004,France,M,"['Communist Group', 'European United Left/Nordic Green Left', 'European United Left']",1423,Mouvement des citoyens,Left
897,NOVELLI Hervé,novelli,0,1999-2004,France,L,"['Liberal and Democratic Group', 'Liberal Democratic and Reform Group', 'European Liberal Democratic and Reform Party']",1410,Parti républicain / Démocratie libérale,Con
898,ONESTA Gérard,onesta,0,1999-2004,France,V,"['Green Group', 'Greens/European Free Alliance']",1416,Les Verts,Grn
899,PASQUA Charles,pasqua,1,1999-2004,France,G,"['Progressive European Democrats', 'European Democratic Alliance', 'Union for Europe', 'Union for a Europe of Nations']",1407,Mouvement pour l'Autre Europe / Rassemblement pour la France / Mouvement pour la France,Anti-EU
900,PATRIE Béatrice,patrie,0,1999-2004,France,S,"['Socialist Group', 'Party of European Socialists']",1423,Mouvement des citoyens,Left
901,PIÉTRASANTA Yves,piétrasanta,0,1999-2004,France,V,"['Green Group', 'Greens/European Free Alliance']",1416,Les Verts,Grn
902,POIGNANT Bernard,poignant,0,1999-2004,France,S,"['Socialist Group', 'Party of European Socialists']",1412,Parti Socialiste,Soc
903,RAYMOND Michel,raymond,1,1999-2004,France,A,"['Independents for a European of Nations', 'Europe of Democracies and Diversities']",1403,"Chasse, Pêche, Nature, Traditions",Anti-EU
904,ROCARD Michel,rocard,0,1999-2004,France,S,"['Socialist Group', 'Party of European Socialists']",1412,Parti Socialiste,Soc
905,ROD Didier,rod,0,1999-2004,France,V,"['Green Group', 'Greens/European Free Alliance']",1416,Les Verts,Grn
906,ROURE Martine,roure,0,1999-2004,France,S,"['Socialist Group', 'Party of European Socialists']",1412,Parti Socialiste,Soc
907,SAΪFI Tokia,saϊfi,0,1999-2004,France,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1410,Parti républicain / Démocratie libérale,Con
908,SAINT-JOSSE Jean,saint-josse,1,1999-2004,France,A,"['Independents for a European of Nations', 'Europe of Democracies and Diversities']",1403,"Chasse, Pêche, Nature, Traditions",Anti-EU
909,SAVARY Gilles,savary,0,1999-2004,France,S,"['Socialist Group', 'Party of European Socialists']",1412,Parti Socialiste,Soc
910,SOUCHET Dominique F.C.,souchet,1,1999-2004,France,N,"['Technical Coordination of Democrats and Independents', 'Non-attached', 'Technical Group of Independents']",1407,Mouvement pour l'Autre Europe / Rassemblement pour la France / Mouvement pour la France,Anti-EU
911,SUDRE Margie,sudre,0,1999-2004,France,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1404,Rassemblement pour la République / Défence des intérêts de la France en Europe,Con
912,SYLLA Fodé,sylla,0,1999-2004,France,M,"['Communist Group', 'European United Left/Nordic Green Left', 'European United Left']",1418,sans étiquette (Independent),Ind
913,THOMAS-MAURO Nicole,thomas-mauro,1,1999-2004,France,N,"['Technical Coordination of Democrats and Independents', 'Non-attached', 'Technical Group of Independents']",1407,Mouvement pour l'Autre Europe / Rassemblement pour la France / Mouvement pour la France,Anti-EU
914,VACHETTA Roseline,vachetta,0,1999-2004,France,M,"['Communist Group', 'European United Left/Nordic Green Left', 'European United Left']",1408,Lutte ouvrière / Ligue Communiste Révolutionnaire,Left
915,VARAUT Alexandre,varaut,1,1999-2004,France,N,"['Technical Coordination of Democrats and Independents', 'Non-attached', 'Technical Group of Independents']",1407,Mouvement pour l'Autre Europe / Rassemblement pour la France / Mouvement pour la France,Anti-EU
916,VLASTO Dominique,vlasto,0,1999-2004,France,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1410,Parti républicain / Démocratie libérale,Con
917,WURTZ Francis,wurtz,0,1999-2004,France,M,"['Communist Group', 'European United Left/Nordic Green Left', 'European United Left']",1409,Parti communiste française / Gauche unitaire / Parti communiste réunionnais,Left
918,ZIMERAY François,zimeray,0,1999-2004,France,S,"['Socialist Group', 'Party of European Socialists']",1412,Parti Socialiste,Soc
919,KAROUTCHI Roger,karoutchi,0,1999-2004,France,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1404,Rassemblement pour la République / Défence des intérêts de la France en Europe,Con
920,HOLLANDE François,hollande,0,1999-2004,France,S,"['Socialist Group', 'Party of European Socialists']",1412,Parti Socialiste,Soc
921,HERZOG Philippe A.R.,herzog,0,1999-2004,France,M,"['Communist Group', 'European United Left/Nordic Green Left', 'European United Left']",1418,sans étiquette (Independent),Ind
922,STIRBOIS Marie-France,stirbois,1,1999-2004,France,N,"['Technical Coordination of Democrats and Independents', 'Non-attached', 'Technical Group of Independents']",1406,Front national,Right
923,VILLIERS Philippe de ,villiers,1,1999-2004,France,G,"['Progressive European Democrats', 'European Democratic Alliance', 'Union for Europe', 'Union for a Europe of Nations']",1410,Parti républicain / Démocratie libérale,Con
924,SARKOZY Nicolas,sarkozy,0,1999-2004,France,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1404,Rassemblement pour la République / Défence des intérêts de la France en Europe,Con
925,BEBEAR Jean-Pierre,bebear,0,1999-2004,France,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1410,Parti républicain / Démocratie libérale,Con
926,NORDMANN Jean-Thomas,nordmann,0,1999-2004,France,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1413,Parti radical,Lib
927,SCARBONCHI Michel-Ange,scarbonchi,0,1999-2004,France,M,"['Communist Group', 'European United Left/Nordic Green Left', 'European United Left']",1405,Energie Radicale / Mouvement Radicaux de Gauche / Parti radical de gauche,Soc
928,VEYRINAS Françoise de ,veyrinas,0,1999-2004,France,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1424,Union pour la Majorité Présidentielle / Union pour un Mouvement Populaire,Con
929,DESCAMPS Marie-Hélène,descamps,0,1999-2004,France,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1410,Parti républicain / Démocratie libérale,Con
930,SCHAFFNER Anne-Marie,schaffner,0,1999-2004,France,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1404,Rassemblement pour la République / Défence des intérêts de la France en Europe,Con
931,BEREND Rolf,berend,0,1999-2004,Germany,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1201,Christlich Demokratische Union,CDem
932,BÖGE Reimer,böge,0,1999-2004,Germany,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1201,Christlich Demokratische Union,CDem
933,BOETTICHER Christian Ulrik von,boetticher,0,1999-2004,Germany,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1201,Christlich Demokratische Union,CDem
934,BREYER Hiltrud,breyer,0,1999-2004,Germany,V,"['Green Group', 'Greens/European Free Alliance']",1204,Bündnis 90/Die Grünen,Grn
935,BRIE André,brie,0,1999-2004,Germany,M,"['Communist Group', 'European United Left/Nordic Green Left', 'European United Left']",1205,Partei des Demokratischen Sozialismus,Left
936,BROK Elmar,brok,0,1999-2004,Germany,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1201,Christlich Demokratische Union,CDem
937,BULLMANN Hans Udo,bullmann,0,1999-2004,Germany,S,"['Socialist Group', 'Party of European Socialists']",1207,Sozialdemokratische Partei Deutschlands,Soc
938,CEYHUN Ozan,ceyhun,0,1999-2004,Germany,S,"['Socialist Group', 'Party of European Socialists']",1207,Sozialdemokratische Partei Deutschlands,Soc
939,FERBER Markus,ferber,0,1999-2004,Germany,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1202,Christlich-Soziale Union,CDem
940,FIEBIGER Christel,fiebiger,0,1999-2004,Germany,M,"['Communist Group', 'European United Left/Nordic Green Left', 'European United Left']",1205,Partei des Demokratischen Sozialismus,Left
941,FLORENZ Karl-Heinz,florenz,0,1999-2004,Germany,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1201,Christlich Demokratische Union,CDem
942,FRIEDRICH Ingo,friedrich,0,1999-2004,Germany,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1202,Christlich-Soziale Union,CDem
943,GAHLER Michael,gahler,0,1999-2004,Germany,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1201,Christlich Demokratische Union,CDem
